S/N,HOSTEL NAME,ROOM TYPE,PRICE (GHS),DISTANCE FROM CAMPUS(min walk to Campus),WATER,WIFI,SECURITY,TV ROOM,STUDY ROOM
516,UNITY TOWERS,1 in 1,7500,35,No,Yes,Yes,Yes,No
516,UNITY TOWERS,4 in 1,3100,35,No,Yes,Yes,Yes,No
517,OXFORD APARTMENTS,4 in 1,5800,9,Yes,No,Yes,No,Yes
517,OXFORD APARTMENTS,1 in 1,7700,9,Yes,No,Yes,No,Yes
518,REGAL ESTATE,2 in 1,5600,12,Yes,No,Yes,No,No
518,REGAL ESTATE,1 in 1,7800,12,Yes,No,Yes,No,No
518,REGAL ESTATE,4 in 1,3900,12,Yes,No,Yes,No,No
518,REGAL ESTATE,3 in 1,9100,12,Yes,No,Yes,No,No
519,SUNRISE PARK,2 in 1,8800,40,Yes,Yes,Yes,Yes,No
519,SUNRISE PARK,3 in 1,6600,40,Yes,Yes,Yes,Yes,No
520,OXFORD HAVEN,1 in 1,9800,12,No,Yes,Yes,No,No
520,OXFORD HAVEN,3 in 1,6800,12,No,Yes,Yes,No,No
520,OXFORD HAVEN,2 in 1,6400,12,No,Yes,Yes,No,No
520,OXFORD HAVEN,4 in 1,7800,12,No,Yes,Yes,No,No
521,DIAMOND MANSION,4 in 1,6300,10,No,No,Yes,No,No
521,DIAMOND MANSION,3 in 1,5200,10,No,No,Yes,No,No
521,DIAMOND MANSION,1 in 1,8200,10,No,No,Yes,No,No
522,PRIME PARK,2 in 1,6300,55,Yes,Yes,Yes,No,Yes
522,PRIME PARK,1 in 1,7100,55,Yes,Yes,Yes,No,Yes
523,CAMBRIDGE HAVEN,4 in 1,6900,40,Yes,Yes,Yes,No,Yes
523,CAMBRIDGE HAVEN,3 in 1,9400,40,Yes,Yes,Yes,No,Yes
523,CAMBRIDGE HAVEN,2 in 1,5600,40,Yes,Yes,Yes,No,Yes
523,CAMBRIDGE HAVEN,1 in 1,9000,40,Yes,Yes,Yes,No,Yes
524,PEACE MANSION,3 in 1,5700,6,Yes,No,No,Yes,Yes
524,PEACE MANSION,1 in 1,7900,6,Yes,No,No,Yes,Yes
524,PEACE MANSION,4 in 1,4600,6,Yes,No,No,Yes,Yes
524,PEACE MANSION,2 in 1,6400,6,Yes,No,No,Yes,Yes
525,DEDURU SUITES,3 in 1,6700,55,No,Yes,Yes,No,Yes
525,DEDURU SUITES,1 in 1,7600,55,No,Yes,Yes,No,Yes
525,DEDURU SUITES,4 in 1,5900,55,No,Yes,Yes,No,Yes
526,AMBER COMPLEX,4 in 1,5400,8,Yes,Yes,Yes,No,Yes
526,AMBER COMPLEX,3 in 1,6300,8,Yes,Yes,Yes,No,Yes
527,SOUTHERN LODGE HOSTEL,3 in 1,5300,8,No,No,No,No,No
527,SOUTHERN LODGE HOSTEL,4 in 1,4600,8,No,No,No,No,No
528,ELITE HALL,1 in 1,9100,9,Yes,No,Yes,Yes,No
528,ELITE HALL,2 in 1,8200,9,Yes,No,Yes,Yes,No
528,ELITE HALL,4 in 1,4000,9,Yes,No,Yes,Yes,No
529,SUNSET PARK,2 in 1,7700,6,Yes,Yes,No,No,No
529,SUNSET PARK,4 in 1,6600,6,Yes,Yes,No,No,No
529,SUNSET PARK,3 in 1,4200,6,Yes,Yes,No,No,No
530,BRONZE HALL,1 in 1,8900,15,Yes,No,No,Yes,No
530,BRONZE HALL,3 in 1,5700,15,Yes,No,No,Yes,No
530,BRONZE HALL,2 in 1,8300,15,Yes,No,No,Yes,No
531,LION INN,2 in 1,6500,30,Yes,No,No,No,No
531,LION INN,1 in 1,6700,30,Yes,No,No,No,No
532,AYEDUASE JUNCTION,3 in 1,4300,50,No,No,Yes,No,Yes
532,AYEDUASE JUNCTION,1 in 1,8500,50,No,No,Yes,No,Yes
533,PACIFIC MANSION,4 in 1,5900,55,Yes,No,No,Yes,No
533,PACIFIC MANSION,2 in 1,6300,55,Yes,No,No,Yes,No
534,BELMONT CHAMBERS,2 in 1,8400,13,No,Yes,No,Yes,No
534,BELMONT CHAMBERS,4 in 1,3000,13,No,Yes,No,Yes,No
535,IMPERIAL MANSION,3 in 1,6600,20,Yes,Yes,Yes,Yes,Yes
535,IMPERIAL MANSION,4 in 1,3700,20,Yes,Yes,Yes,Yes,Yes
535,IMPERIAL MANSION,2 in 1,6700,20,Yes,Yes,Yes,Yes,Yes
535,IMPERIAL MANSION,1 in 1,8500,20,Yes,Yes,Yes,Yes,Yes
536,PREMIER VIEW,2 in 1,6400,8,Yes,Yes,No,No,Yes
536,PREMIER VIEW,1 in 1,8000,8,Yes,Yes,No,No,Yes
536,PREMIER VIEW,4 in 1,7000,8,Yes,Yes,No,No,Yes
536,PREMIER VIEW,3 in 1,5800,8,Yes,Yes,No,No,Yes
537,BOADI VIEW,3 in 1,7900,10,Yes,No,Yes,No,Yes
537,BOADI VIEW,2 in 1,6000,10,Yes,No,Yes,No,Yes
538,STONE APARTMENTS,2 in 1,8300,14,Yes,Yes,Yes,No,No
538,STONE APARTMENTS,4 in 1,7700,14,Yes,Yes,Yes,No,No
539,DEDURU RETREAT,1 in 1,6000,40,Yes,No,Yes,No,Yes
539,DEDURU RETREAT,2 in 1,6500,40,Yes,No,Yes,No,Yes
539,DEDURU RETREAT,3 in 1,7500,40,Yes,No,Yes,No,Yes
540,JADE MANOR,2 in 1,7300,11,Yes,No,Yes,No,No
540,JADE MANOR,3 in 1,7200,11,Yes,No,Yes,No,No
541,COZY CORNER,1 in 1,7800,14,Yes,Yes,Yes,No,No
541,COZY CORNER,2 in 1,7700,14,Yes,Yes,Yes,No,No
542,KENTINKRONO PLAZA,4 in 1,5300,14,No,No,Yes,No,No
542,KENTINKRONO PLAZA,3 in 1,8400,14,No,No,Yes,No,No
542,KENTINKRONO PLAZA,2 in 1,7900,14,No,No,Yes,No,No
542,KENTINKRONO PLAZA,1 in 1,8700,14,No,No,Yes,No,No
543,KRONUM CHAMBERS,1 in 1,8000,4,Yes,Yes,No,No,No
543,KRONUM CHAMBERS,2 in 1,6900,4,Yes,Yes,No,No,No
544,UNITY HOMES,4 in 1,4900,8,Yes,Yes,No,No,Yes
544,UNITY HOMES,1 in 1,8800,8,Yes,Yes,No,No,Yes
544,UNITY HOMES,3 in 1,6100,8,Yes,Yes,No,No,Yes
545,AYIGYA VIEW,1 in 1,8700,40,No,No,Yes,No,No
545,AYIGYA VIEW,2 in 1,9800,40,No,No,Yes,No,No
546,PHOENIX MANSION,4 in 1,6800,6,Yes,Yes,No,No,Yes
546,PHOENIX MANSION,1 in 1,8100,6,Yes,Yes,No,No,Yes
546,PHOENIX MANSION,3 in 1,8400,6,Yes,Yes,No,No,Yes
547,EJISU ROAD JUNCTION,3 in 1,6100,7,Yes,Yes,Yes,Yes,No
547,EJISU ROAD JUNCTION,1 in 1,6400,7,Yes,Yes,Yes,Yes,No
548,REGAL APARTMENTS,3 in 1,5200,40,No,No,No,Yes,Yes
548,REGAL APARTMENTS,2 in 1,5000,40,No,No,No,Yes,Yes
548,REGAL APARTMENTS,4 in 1,5000,40,No,No,No,Yes,Yes
548,REGAL APARTMENTS,1 in 1,8400,40,No,No,No,Yes,Yes
549,FAITH VILLA,4 in 1,8000,12,Yes,No,Yes,Yes,No
549,FAITH VILLA,1 in 1,8700,12,Yes,No,Yes,Yes,No
550,EJISU ROAD POINT,3 in 1,6300,6,Yes,Yes,No,Yes,No
550,EJISU ROAD POINT,1 in 1,9200,6,Yes,Yes,No,Yes,No
550,EJISU ROAD POINT,2 in 1,5000,6,Yes,Yes,No,Yes,No
550,EJISU ROAD POINT,4 in 1,5900,6,Yes,Yes,No,Yes,No
551,GLOBAL RETREAT,3 in 1,7800,8,Yes,No,Yes,Yes,Yes
551,GLOBAL RETREAT,1 in 1,7000,8,Yes,No,Yes,Yes,Yes
552,REGAL INN,2 in 1,9100,8,No,No,No,Yes,No
552,REGAL INN,3 in 1,7200,8,No,No,No,Yes,No
552,REGAL INN,1 in 1,8000,8,No,No,No,Yes,No
553,AYIGYA HOSTEL,4 in 1,6400,13,No,Yes,No,Yes,No
553,AYIGYA HOSTEL,3 in 1,9500,13,No,Yes,No,Yes,No
553,AYIGYA HOSTEL,1 in 1,8600,13,No,Yes,No,Yes,No
554,EJISU ROAD PLACE,4 in 1,5900,7,Yes,Yes,No,Yes,Yes
554,EJISU ROAD PLACE,3 in 1,6000,7,Yes,Yes,No,Yes,Yes
555,REGAL VILLAGE,4 in 1,4200,14,No,No,Yes,Yes,Yes
555,REGAL VILLAGE,3 in 1,7900,14,No,No,Yes,Yes,Yes
555,REGAL VILLAGE,1 in 1,7600,14,No,No,Yes,Yes,Yes
555,REGAL VILLAGE,2 in 1,7600,14,No,No,Yes,Yes,Yes
556,NATIONAL HOSTEL,1 in 1,7900,4,Yes,No,Yes,Yes,No
556,NATIONAL HOSTEL,3 in 1,7400,4,Yes,No,Yes,Yes,No
557,BOADI GATE,2 in 1,8000,6,Yes,No,No,Yes,Yes
557,BOADI GATE,1 in 1,9400,6,Yes,No,No,Yes,Yes
557,BOADI GATE,4 in 1,4700,6,Yes,No,No,Yes,Yes
557,BOADI GATE,3 in 1,6300,6,Yes,No,No,Yes,Yes
558,HOPE MANOR,2 in 1,6200,8,Yes,No,No,No,No
558,HOPE MANOR,1 in 1,8000,8,Yes,No,No,No,No
558,HOPE MANOR,3 in 1,7200,8,Yes,No,No,No,No
558,HOPE MANOR,4 in 1,6600,8,Yes,No,No,No,No
559,OFORIKROM ANNEX,4 in 1,4100,8,Yes,Yes,No,No,Yes
559,OFORIKROM ANNEX,1 in 1,9200,8,Yes,Yes,No,No,Yes
559,OFORIKROM ANNEX,3 in 1,8600,8,Yes,Yes,No,No,Yes
559,OFORIKROM ANNEX,2 in 1,8100,8,Yes,Yes,No,No,Yes
560,BELMONT RETREAT,1 in 1,9800,13,Yes,Yes,No,Yes,No
560,BELMONT RETREAT,4 in 1,4400,13,Yes,Yes,No,Yes,No
560,BELMONT RETREAT,2 in 1,5800,13,Yes,Yes,No,Yes,No
560,BELMONT RETREAT,3 in 1,4100,13,Yes,Yes,No,Yes,No
561,PALM COURT,3 in 1,8800,5,Yes,Yes,No,Yes,No
561,PALM COURT,4 in 1,6500,5,Yes,Yes,No,Yes,No
562,MAYFAIR INN,1 in 1,8400,7,No,Yes,No,No,No
562,MAYFAIR INN,3 in 1,7100,7,No,Yes,No,No,No
562,MAYFAIR INN,2 in 1,6000,7,No,Yes,No,No,No
562,MAYFAIR INN,4 in 1,9200,7,No,Yes,No,No,No
563,DEDURU ESTATE,1 in 1,8500,5,Yes,Yes,No,Yes,No
563,DEDURU ESTATE,4 in 1,5700,5,Yes,Yes,No,Yes,No
564,CONTINENTAL HOMES,3 in 1,7700,6,Yes,Yes,Yes,No,Yes
564,CONTINENTAL HOMES,4 in 1,6200,6,Yes,Yes,Yes,No,Yes
564,CONTINENTAL HOMES,2 in 1,7900,6,Yes,Yes,Yes,No,Yes
564,CONTINENTAL HOMES,1 in 1,7600,6,Yes,Yes,Yes,No,Yes
565,VALLEY SUITES,4 in 1,6200,35,Yes,No,Yes,Yes,Yes
565,VALLEY SUITES,3 in 1,9400,35,Yes,No,Yes,Yes,Yes
566,BOADI ESTATE,2 in 1,9400,5,Yes,Yes,No,Yes,Yes
566,BOADI ESTATE,4 in 1,7900,5,Yes,Yes,No,Yes,Yes
567,TOPAZ HOSTEL,4 in 1,4700,15,Yes,Yes,Yes,Yes,Yes
567,TOPAZ HOSTEL,1 in 1,7500,15,Yes,Yes,Yes,Yes,Yes
568,GLORY LODGE,3 in 1,6500,70,Yes,No,No,No,No
568,GLORY LODGE,4 in 1,5600,70,Yes,No,No,No,No
568,GLORY LODGE,1 in 1,9500,70,Yes,No,No,No,No
568,GLORY LODGE,2 in 1,5200,70,Yes,No,No,No,No
569,EMERALD GARDENS,3 in 1,8900,14,Yes,Yes,Yes,Yes,Yes
569,EMERALD GARDENS,2 in 1,7300,14,Yes,Yes,Yes,Yes,Yes
570,PHOENIX RETREAT,3 in 1,6000,12,Yes,Yes,Yes,No,No
570,PHOENIX RETREAT,2 in 1,6200,12,Yes,Yes,Yes,No,No
571,BLESSING MANOR,1 in 1,6800,70,Yes,No,No,No,Yes
571,BLESSING MANOR,4 in 1,6700,70,Yes,No,No,No,Yes
571,BLESSING MANOR,3 in 1,6800,70,Yes,No,No,No,Yes
571,BLESSING MANOR,2 in 1,5800,70,Yes,No,No,No,Yes
572,LAKESIDE VILLA,3 in 1,4800,55,Yes,No,No,Yes,No
572,LAKESIDE VILLA,2 in 1,7100,55,Yes,No,No,Yes,No
573,SILVER ESTATE,1 in 1,9800,13,Yes,Yes,Yes,Yes,No
573,SILVER ESTATE,4 in 1,5100,13,Yes,Yes,Yes,Yes,No
574,EMENA COURT,4 in 1,3300,11,Yes,No,Yes,No,No
574,EMENA COURT,3 in 1,6300,11,Yes,No,Yes,No,No
575,SPRING LODGE HOSTEL,3 in 1,6300,14,Yes,Yes,No,No,No
575,SPRING LODGE HOSTEL,1 in 1,6000,14,Yes,Yes,No,No,No
575,SPRING LODGE HOSTEL,4 in 1,5400,14,Yes,Yes,No,No,No
576,GLORY INN,4 in 1,5200,110,Yes,No,Yes,No,Yes
576,GLORY INN,1 in 1,9100,110,Yes,No,Yes,No,Yes
577,PALM LODGE HOSTEL,1 in 1,9800,10,Yes,Yes,Yes,No,No
577,PALM LODGE HOSTEL,4 in 1,7200,10,Yes,Yes,Yes,No,No
577,PALM LODGE HOSTEL,3 in 1,6300,10,Yes,Yes,Yes,No,No
577,PALM LODGE HOSTEL,2 in 1,6000,10,Yes,Yes,Yes,No,No
578,FAVOUR COMPLEX,4 in 1,9300,8,Yes,No,No,Yes,Yes
578,FAVOUR COMPLEX,1 in 1,8500,8,Yes,No,No,Yes,Yes
579,AYEDUASE PARK,3 in 1,6700,15,Yes,No,No,No,No
579,AYEDUASE PARK,2 in 1,7500,15,Yes,No,No,No,No
579,AYEDUASE PARK,4 in 1,5800,15,Yes,No,No,No,No
580,AYIGYA HAVEN,1 in 1,8300,6,No,Yes,No,Yes,Yes
580,AYIGYA HAVEN,3 in 1,5800,6,No,Yes,No,Yes,Yes
581,KOTEI RETREAT,4 in 1,4700,15,Yes,Yes,Yes,Yes,No
581,KOTEI RETREAT,3 in 1,6600,15,Yes,Yes,Yes,Yes,No
582,CENTRAL CORNER,4 in 1,4700,13,Yes,Yes,Yes,No,Yes
582,CENTRAL CORNER,3 in 1,5600,13,Yes,Yes,Yes,No,Yes
583,KRONUM CORNER,2 in 1,7700,70,Yes,Yes,Yes,No,No
583,KRONUM CORNER,4 in 1,5100,70,Yes,Yes,Yes,No,No
584,JADE SUITES,1 in 1,9800,9,Yes,No,Yes,No,No
584,JADE SUITES,2 in 1,5000,9,Yes,No,Yes,No,No
584,JADE SUITES,4 in 1,7100,9,Yes,No,Yes,No,No
584,JADE SUITES,3 in 1,8500,9,Yes,No,Yes,No,No
585,STONE OASIS,2 in 1,5000,30,No,Yes,No,No,No
585,STONE OASIS,1 in 1,8100,30,No,Yes,No,No,No
586,SUMMIT PLAZA,2 in 1,7000,35,Yes,No,Yes,Yes,No
586,SUMMIT PLAZA,4 in 1,3400,35,Yes,No,Yes,Yes,No
587,GOLD COURT,1 in 1,7700,10,Yes,No,Yes,No,Yes
587,GOLD COURT,3 in 1,5000,10,Yes,No,Yes,No,Yes
588,BOMSO VILLAGE,2 in 1,9800,8,Yes,Yes,No,No,Yes
588,BOMSO VILLAGE,3 in 1,8000,8,Yes,Yes,No,No,Yes
589,PLATINUM CHAMBERS,1 in 1,9600,35,Yes,No,No,Yes,Yes
589,PLATINUM CHAMBERS,4 in 1,6600,35,Yes,No,No,Yes,Yes
589,PLATINUM CHAMBERS,2 in 1,6000,35,Yes,No,No,Yes,Yes
590,PHOENIX SUITES,3 in 1,5900,11,Yes,No,No,Yes,No
590,PHOENIX SUITES,4 in 1,6200,11,Yes,No,No,Yes,No
590,PHOENIX SUITES,2 in 1,5900,11,Yes,No,No,Yes,No
590,PHOENIX SUITES,1 in 1,9100,11,Yes,No,No,Yes,No
591,FAIRVIEW GARDENS,4 in 1,5100,14,Yes,No,Yes,No,No
591,FAIRVIEW GARDENS,2 in 1,7000,14,Yes,No,Yes,No,No
591,FAIRVIEW GARDENS,1 in 1,9100,14,Yes,No,Yes,No,No
591,FAIRVIEW GARDENS,3 in 1,7300,14,Yes,No,Yes,No,No
592,GRACE MANSION,4 in 1,5000,9,Yes,Yes,Yes,No,Yes
592,GRACE MANSION,3 in 1,8300,9,Yes,Yes,Yes,No,Yes
592,GRACE MANSION,1 in 1,7400,9,Yes,Yes,Yes,No,Yes
593,BELMONT MANSION,3 in 1,7600,30,Yes,No,Yes,Yes,No
593,BELMONT MANSION,4 in 1,6400,30,Yes,No,Yes,Yes,No
594,MAYFAIR OASIS,3 in 1,6200,20,No,Yes,Yes,Yes,No
594,MAYFAIR OASIS,2 in 1,8000,20,No,Yes,Yes,Yes,No
594,MAYFAIR OASIS,1 in 1,7200,20,No,Yes,Yes,Yes,No
595,STONE HOMES,3 in 1,8000,12,No,No,No,No,Yes
595,STONE HOMES,4 in 1,5200,12,No,No,No,No,Yes
596,ASHFORD RETREAT,3 in 1,5900,10,Yes,Yes,No,Yes,Yes
596,ASHFORD RETREAT,4 in 1,7100,10,Yes,Yes,No,Yes,Yes
596,ASHFORD RETREAT,2 in 1,6600,10,Yes,Yes,No,Yes,Yes
596,ASHFORD RETREAT,1 in 1,7000,10,Yes,Yes,No,Yes,Yes
597,SOUTHERN VILLAGE,2 in 1,5400,30,No,Yes,No,No,No
597,SOUTHERN VILLAGE,1 in 1,9000,30,No,Yes,No,No,No
598,EJISU ROAD RESIDENCE,3 in 1,4800,12,Yes,Yes,No,Yes,Yes
598,EJISU ROAD RESIDENCE,4 in 1,8100,12,Yes,Yes,No,Yes,Yes
599,FAMILY INN,4 in 1,2600,7,Yes,Yes,No,No,No
599,FAMILY INN,2 in 1,9800,7,Yes,Yes,No,No,No
599,FAMILY INN,3 in 1,7000,7,Yes,Yes,No,No,No
600,HILLTOP ESTATE,1 in 1,8300,40,No,No,Yes,Yes,No
600,HILLTOP ESTATE,3 in 1,5900,40,No,No,Yes,Yes,No
601,PALM VIEW,2 in 1,8100,45,Yes,No,Yes,No,No
601,PALM VIEW,4 in 1,5400,45,Yes,No,Yes,No,No
601,PALM VIEW,1 in 1,9500,45,Yes,No,Yes,No,No
601,PALM VIEW,3 in 1,6800,45,Yes,No,Yes,No,No
602,COMFORT COURT,3 in 1,6900,40,Yes,No,No,No,No
602,COMFORT COURT,1 in 1,8100,40,Yes,No,No,No,No
603,PLATINUM PARK,2 in 1,7500,8,No,Yes,Yes,No,No
603,PLATINUM PARK,4 in 1,6000,8,No,Yes,Yes,No,No
603,PLATINUM PARK,1 in 1,6800,8,No,Yes,Yes,No,No
603,PLATINUM PARK,3 in 1,4700,8,No,Yes,Yes,No,No
604,FAMILY VIEW,2 in 1,8600,35,No,Yes,Yes,No,Yes
604,FAMILY VIEW,3 in 1,6900,35,No,Yes,Yes,No,Yes
604,FAMILY VIEW,4 in 1,5200,35,No,Yes,Yes,No,Yes
605,STAR VILLAGE,3 in 1,6700,70,No,No,Yes,Yes,No
605,STAR VILLAGE,1 in 1,8700,70,No,No,Yes,Yes,No
606,GARDEN JUNCTION,4 in 1,4700,7,Yes,Yes,No,Yes,Yes
606,GARDEN JUNCTION,2 in 1,6500,7,Yes,Yes,No,Yes,Yes
606,GARDEN JUNCTION,3 in 1,6900,7,Yes,Yes,No,Yes,Yes
606,GARDEN JUNCTION,1 in 1,7500,7,Yes,Yes,No,Yes,Yes
607,CONTINENTAL GARDENS,1 in 1,8800,9,Yes,No,Yes,No,No
607,CONTINENTAL GARDENS,2 in 1,5200,9,Yes,No,Yes,No,No
608,HILLTOP HEIGHTS,1 in 1,9400,55,Yes,Yes,Yes,Yes,Yes
608,HILLTOP HEIGHTS,2 in 1,8200,55,Yes,Yes,Yes,Yes,Yes
608,HILLTOP HEIGHTS,4 in 1,5900,55,Yes,Yes,Yes,Yes,Yes
608,HILLTOP HEIGHTS,3 in 1,8100,55,Yes,Yes,Yes,Yes,Yes
609,AYEDUASE APARTMENTS,3 in 1,9100,9,Yes,Yes,Yes,No,No
609,AYEDUASE APARTMENTS,2 in 1,8900,9,Yes,Yes,Yes,No,No
610,KENSINGTON PLAZA,2 in 1,5000,4,No,No,No,No,No
610,KENSINGTON PLAZA,1 in 1,7200,4,No,No,No,No,No
610,KENSINGTON PLAZA,3 in 1,5800,4,No,No,No,No,No
610,KENSINGTON PLAZA,4 in 1,5500,4,No,No,No,No,No
611,OFORIKROM PARK,4 in 1,6300,110,Yes,Yes,Yes,No,No
611,OFORIKROM PARK,1 in 1,7700,110,Yes,Yes,Yes,No,No
611,OFORIKROM PARK,2 in 1,7800,110,Yes,Yes,Yes,No,No
611,OFORIKROM PARK,3 in 1,5600,110,Yes,Yes,Yes,No,No
612,OXFORD COURT,3 in 1,5800,8,Yes,No,No,Yes,No
612,OXFORD COURT,4 in 1,3400,8,Yes,No,No,Yes,No
613,EMENA MANSION,1 in 1,7500,15,Yes,No,No,No,No
613,EMENA MANSION,4 in 1,3500,15,Yes,No,No,No,No
614,GRACE VILLAGE,2 in 1,6200,90,Yes,Yes,No,No,Yes
614,GRACE VILLAGE,3 in 1,8200,90,Yes,Yes,No,No,Yes
615,SUMMIT GARDENS,1 in 1,7500,40,Yes,No,No,No,No
615,SUMMIT GARDENS,4 in 1,9400,40,Yes,No,No,No,No
616,GOLD HEIGHTS,4 in 1,6200,20,Yes,No,No,Yes,Yes
616,GOLD HEIGHTS,2 in 1,7800,20,Yes,No,No,Yes,Yes
617,ASHFORD CHAMBERS,4 in 1,4200,55,Yes,Yes,No,No,No
617,ASHFORD CHAMBERS,1 in 1,9100,55,Yes,Yes,No,No,No
617,ASHFORD CHAMBERS,3 in 1,5800,55,Yes,Yes,No,No,No
617,ASHFORD CHAMBERS,2 in 1,7700,55,Yes,Yes,No,No,No
618,HILLTOP LODGE,1 in 1,9800,80,No,Yes,Yes,Yes,No
618,HILLTOP LODGE,2 in 1,7400,80,No,Yes,Yes,Yes,No
619,KENTINKRONO HAVEN,2 in 1,9100,8,No,No,No,Yes,No
619,KENTINKRONO HAVEN,1 in 1,7700,8,No,No,No,Yes,No
619,KENTINKRONO HAVEN,3 in 1,6600,8,No,No,No,Yes,No
619,KENTINKRONO HAVEN,4 in 1,8100,8,No,No,No,Yes,No
620,HILLTOP MANSION,3 in 1,5800,10,Yes,Yes,No,Yes,No
620,HILLTOP MANSION,2 in 1,9800,10,Yes,Yes,No,Yes,No
620,HILLTOP MANSION,1 in 1,9100,10,Yes,Yes,No,Yes,No
621,STONE MANOR,3 in 1,5800,14,Yes,Yes,No,No,No
621,STONE MANOR,1 in 1,9000,14,Yes,Yes,No,No,No
622,CEDAR ANNEX,3 in 1,8100,11,Yes,No,Yes,Yes,No
622,CEDAR ANNEX,2 in 1,8400,11,Yes,No,Yes,Yes,No
622,CEDAR ANNEX,4 in 1,3200,11,Yes,No,Yes,Yes,No
622,CEDAR ANNEX,1 in 1,7700,11,Yes,No,Yes,Yes,No
623,RIVERSIDE HEIGHTS,2 in 1,7200,80,Yes,Yes,Yes,Yes,No
623,RIVERSIDE HEIGHTS,4 in 1,5400,80,Yes,Yes,Yes,Yes,No
623,RIVERSIDE HEIGHTS,3 in 1,7600,80,Yes,Yes,Yes,Yes,No
623,RIVERSIDE HEIGHTS,1 in 1,8600,80,Yes,Yes,Yes,Yes,No
624,JOY HEIGHTS,4 in 1,3500,12,No,No,No,Yes,Yes
624,JOY HEIGHTS,1 in 1,8800,12,No,No,No,Yes,Yes
625,SUSUANSO CORNER,2 in 1,8400,55,Yes,Yes,Yes,No,Yes
625,SUSUANSO CORNER,1 in 1,8900,55,Yes,Yes,Yes,No,Yes
626,ELITE LODGE HOSTEL,2 in 1,9000,8,Yes,Yes,Yes,No,Yes
626,ELITE LODGE HOSTEL,1 in 1,9200,8,Yes,Yes,Yes,No,Yes
627,LAKESIDE LODGE HOSTEL,1 in 1,8900,100,Yes,Yes,Yes,Yes,Yes
627,LAKESIDE LODGE HOSTEL,2 in 1,7400,100,Yes,Yes,Yes,Yes,Yes
627,LAKESIDE LODGE HOSTEL,3 in 1,4300,100,Yes,Yes,Yes,Yes,Yes
628,PEARL COMPLEX,1 in 1,8800,40,Yes,Yes,Yes,No,No
628,PEARL COMPLEX,3 in 1,7000,40,Yes,Yes,Yes,No,No
628,PEARL COMPLEX,4 in 1,5900,40,Yes,Yes,Yes,No,No
629,LION ANNEX,1 in 1,7200,30,Yes,Yes,Yes,Yes,Yes
629,LION ANNEX,4 in 1,3900,30,Yes,Yes,Yes,Yes,Yes
630,SUNSET LODGE,4 in 1,7100,6,No,Yes,Yes,No,No
630,SUNSET LODGE,2 in 1,7500,6,No,Yes,Yes,No,No
631,ASHFORD GARDENS,4 in 1,6500,14,Yes,Yes,Yes,No,No
631,ASHFORD GARDENS,3 in 1,6700,14,Yes,Yes,Yes,No,No
631,ASHFORD GARDENS,1 in 1,8400,14,Yes,Yes,Yes,No,No
632,DEDURU CORNER,1 in 1,9300,40,No,Yes,Yes,No,Yes
632,DEDURU CORNER,2 in 1,6800,40,No,Yes,Yes,No,Yes
632,DEDURU CORNER,3 in 1,6800,40,No,Yes,Yes,No,Yes
633,PEACE GARDENS,3 in 1,6000,35,Yes,No,Yes,Yes,No
633,PEACE GARDENS,4 in 1,4900,35,Yes,No,Yes,Yes,No
634,PALM LODGE,4 in 1,5000,9,Yes,No,No,No,No
634,PALM LODGE,1 in 1,8600,9,Yes,No,No,No,No
634,PALM LODGE,3 in 1,6000,9,Yes,No,No,No,No
635,CRYSTAL ANNEX,1 in 1,9600,10,Yes,Yes,Yes,No,No
635,CRYSTAL ANNEX,2 in 1,6300,10,Yes,Yes,Yes,No,No
636,SUSUANSO VILLAGE,3 in 1,6400,6,Yes,No,Yes,Yes,No
636,SUSUANSO VILLAGE,4 in 1,4800,6,Yes,No,Yes,Yes,No
636,SUSUANSO VILLAGE,1 in 1,9800,6,Yes,No,Yes,Yes,No
637,KENTINKRONO VIEW,3 in 1,6900,13,Yes,Yes,Yes,No,No
637,KENTINKRONO VIEW,1 in 1,9400,13,Yes,Yes,Yes,No,No
637,KENTINKRONO VIEW,4 in 1,3300,13,Yes,Yes,Yes,No,No
638,BOADI VILLA,2 in 1,7900,20,Yes,Yes,Yes,No,No
638,BOADI VILLA,3 in 1,8000,20,Yes,Yes,Yes,No,No
639,SAPPHIRE HOMES,1 in 1,8500,45,No,Yes,Yes,Yes,Yes
639,SAPPHIRE HOMES,4 in 1,7100,45,No,Yes,Yes,Yes,Yes
640,CAMBRIDGE POINT,1 in 1,7900,45,No,Yes,Yes,No,Yes
640,CAMBRIDGE POINT,3 in 1,8700,45,No,Yes,Yes,No,Yes
641,UNITY LODGE,1 in 1,9800,6,Yes,Yes,Yes,No,Yes
641,UNITY LODGE,3 in 1,6100,6,Yes,Yes,Yes,No,Yes
642,OPAL HALL,1 in 1,8000,5,Yes,No,No,Yes,Yes
642,OPAL HALL,2 in 1,9500,5,Yes,No,No,Yes,Yes
642,OPAL HALL,4 in 1,7900,5,Yes,No,No,Yes,Yes
643,GREENFIELD HOMES,3 in 1,5900,9,Yes,No,No,No,No
643,GREENFIELD HOMES,2 in 1,7000,9,Yes,No,No,No,No
643,GREENFIELD HOMES,4 in 1,5100,9,Yes,No,No,No,No
643,GREENFIELD HOMES,1 in 1,7100,9,Yes,No,No,No,No
644,KOTEI ANNEX,1 in 1,7500,20,No,No,Yes,No,No
644,KOTEI ANNEX,2 in 1,6200,20,No,No,Yes,No,No
